From	To	Species	Gene Name
13712	A9L8T0_MOUSE	Mus musculus	ELK1, member of ETS oncogene family
13713	Q7TNT9_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
13713	A9L8S9_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
13713	Q3UZH4_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
13713	Q91W17_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
13713	Q8BWH1_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
13713	ELK3_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
13713	Q7TMT9_MOUSE	Mus musculus	ELK3, member of ETS oncogene family
16401	ITA4_MOUSE	Mus musculus	integrin alpha 4
16401	Q8BQ25_MOUSE	Mus musculus	integrin alpha 4
16401	Q792F9_MOUSE	Mus musculus	integrin alpha 4
16401	Q6NV53_MOUSE	Mus musculus	integrin alpha 4
16401	Q3U1F2_MOUSE	Mus musculus	integrin alpha 4
16401	Q3U0V9_MOUSE	Mus musculus	integrin alpha 4
16401	Q3TAI7_MOUSE	Mus musculus	integrin alpha 4
16401	Q61989_MOUSE	Mus musculus	integrin alpha 4
16401	Q78E20_MOUSE	Mus musculus	integrin alpha 4
13714	Q99K98_MOUSE	Mus musculus	ELK4, member of ETS oncogene family
13714	A6H693_MOUSE	Mus musculus	ELK4, member of ETS oncogene family
13714	ELK4_MOUSE	Mus musculus	ELK4, member of ETS oncogene family
13714	Q8C9K0_MOUSE	Mus musculus	ELK4, member of ETS oncogene family
13714	Q8C6Q0_MOUSE	Mus musculus	ELK4, member of ETS oncogene family
22117	THTR_MOUSE	Mus musculus	thiosulfate sulfurtransferase, mitochondrial
22117	Q545S0_MOUSE	Mus musculus	thiosulfate sulfurtransferase, mitochondrial
68544	CS043_MOUSE	Mus musculus	RIKEN cDNA 2310036O22 gene
13716	Q3TXY9_MOUSE	Mus musculus	elongation factor RNA polymerase II
13716	ELL_MOUSE	Mus musculus	elongation factor RNA polymerase II
20042	Q6ZWZ6_MOUSE	Mus musculus	predicted gene 16422; predicted gene 6646; ribosomal protein S12; predicted gene 12334; predicted gene 5642; predicted gene 14059; predicted gene 5462; predicted gene 7698; predicted gene 7586; similar to ribosomal protein S12; predicted gene 14958; predicted gene 15887; predicted gene 10063; predicted gene 7601; predicted gene 9153; predicted gene 7671; predicted gene 9122; similar to 40S ribosomal protein S12; predicted gene 7711; predicted gene 7567; predicted gene 7643
20042	RS12_MOUSE	Mus musculus	predicted gene 16422; predicted gene 6646; ribosomal protein S12; predicted gene 12334; predicted gene 5642; predicted gene 14059; predicted gene 5462; predicted gene 7698; predicted gene 7586; similar to ribosomal protein S12; predicted gene 14958; predicted gene 15887; predicted gene 10063; predicted gene 7601; predicted gene 9153; predicted gene 7671; predicted gene 9122; similar to 40S ribosomal protein S12; predicted gene 7711; predicted gene 7567; predicted gene 7643
20044	RS14_MOUSE	Mus musculus	predicted gene 6204; ribosomal protein S14
20044	O70569_MOUSE	Mus musculus	predicted gene 6204; ribosomal protein S14
20044	Q3UJS5_MOUSE	Mus musculus	predicted gene 6204; ribosomal protein S14
22110	TSYL1_MOUSE	Mus musculus	testis-specific protein, Y-encoded-like 1
16409	Q3U3F0_MOUSE	Mus musculus	integrin alpha M
16409	A1E2I0_MOUSE	Mus musculus	integrin alpha M
16409	Q3TBT0_MOUSE	Mus musculus	integrin alpha M
16409	Q3U1W4_MOUSE	Mus musculus	integrin alpha M
16409	ITAM_MOUSE	Mus musculus	integrin alpha M
16409	Q3U4I5_MOUSE	Mus musculus	integrin alpha M
16409	Q3UJ88_MOUSE	Mus musculus	integrin alpha M
16409	Q3U1U4_MOUSE	Mus musculus	integrin alpha M
16409	Q3TD86_MOUSE	Mus musculus	integrin alpha M
80733	Q3V275_MOUSE	Mus musculus	carbonic anhydrase 15
80733	CAH15_MOUSE	Mus musculus	carbonic anhydrase 15
80733	Q8CB23_MOUSE	Mus musculus	carbonic anhydrase 15
80732	Q8CJ32_MOUSE	Mus musculus	myoneurin
80732	Q8K438_MOUSE	Mus musculus	myoneurin
80732	Q8CJ36_MOUSE	Mus musculus	myoneurin
80732	Q8CJ34_MOUSE	Mus musculus	myoneurin
80732	MYNN_MOUSE	Mus musculus	myoneurin
80732	Q8CJ37_MOUSE	Mus musculus	myoneurin
80732	Q8CJ35_MOUSE	Mus musculus	myoneurin
80732	O88213_MOUSE	Mus musculus	myoneurin
80732	Q8CJ33_MOUSE	Mus musculus	myoneurin
80732	Q8CJ30_MOUSE	Mus musculus	myoneurin
80732	Q8CJ29_MOUSE	Mus musculus	myoneurin
57258	XPO4_MOUSE	Mus musculus	exportin 4
57258	Q8C976_MOUSE	Mus musculus	exportin 4
57258	Q3TQK5_MOUSE	Mus musculus	exportin 4
110265	Q91WK9_MOUSE	Mus musculus	methionine sulfoxide reductase A
110265	MSRA_MOUSE	Mus musculus	methionine sulfoxide reductase A
110265	Q5EBQ7_MOUSE	Mus musculus	methionine sulfoxide reductase A
57259	Q543X9_MOUSE	Mus musculus	transducer of ERBB2, 2
57259	Q8BNR8_MOUSE	Mus musculus	transducer of ERBB2, 2
57259	Q9D6D6_MOUSE	Mus musculus	transducer of ERBB2, 2
57259	TOB2_MOUSE	Mus musculus	transducer of ERBB2, 2
57259	Q8BP12_MOUSE	Mus musculus	transducer of ERBB2, 2
57259	Q80TA8_MOUSE	Mus musculus	transducer of ERBB2, 2
107260	OTUB1_MOUSE	Mus musculus	similar to OTU domain, ubiquitin aldehyde binding 1; OTU domain, ubiquitin aldehyde binding 1
68539	TM109_MOUSE	Mus musculus	transmembrane protein 109
22129	Q3TSK0_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q3TPV5_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q8BPM4_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q8C2N6_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q3TPC8_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	O88196_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q3TMM9_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q3UFH5_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q8C1Z6_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q3UG21_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q05D15_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q6PG61_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q5DTM5_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q05BF2_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
22129	Q3TQL0_MOUSE	Mus musculus	tetratricopeptide repeat domain 3
68533	MPH6_MOUSE	Mus musculus	M phase phosphoprotein 6; predicted gene 11448
68537	Q7TMH5_MOUSE	Mus musculus	mitochondrial ribosomal protein L13
68537	RM13_MOUSE	Mus musculus	mitochondrial ribosomal protein L13
68537	Q05CB9_MOUSE	Mus musculus	mitochondrial ribosomal protein L13
22121	RL13A_MOUSE	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
22121	Q5M9M0_MOUSE	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
22121	Q3TDS9_MOUSE	Mus musculus	similar to 60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen); ribosomal protein L13A; similar to 60S ribosomal protein L13a; predicted gene 6533
13709	ELF1_MOUSE	Mus musculus	E74-like factor 1
13709	Q3UQ47_MOUSE	Mus musculus	E74-like factor 1
13709	Q05CC0_MOUSE	Mus musculus	E74-like factor 1
13709	Q3U1B2_MOUSE	Mus musculus	E74-like factor 1
13709	Q3V1H4_MOUSE	Mus musculus	E74-like factor 1
22122	FCL_MOUSE	Mus musculus	tissue specific transplantation antigen P35B
22122	Q5HZI6_MOUSE	Mus musculus	tissue specific transplantation antigen P35B
22123	Q3TP95_MOUSE	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
22123	PSMD3_MOUSE	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
22123	Q3U5M8_MOUSE	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
22123	Q8BK46_MOUSE	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
22123	Q3ULJ5_MOUSE	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
80720	PBX4_MOUSE	Mus musculus	pre-B-cell leukemia homeobox 4
80720	Q8BRP1_MOUSE	Mus musculus	pre-B-cell leukemia homeobox 4
15331	Q5BL14_MOUSE	Mus musculus	high mobility group nucleosomal binding domain 4; predicted gene 7931; predicted gene 10282; predicted gene 3338; high mobility group nucleosomal binding domain 2; predicted gene 6594; predicted gene 6750; predicted gene 10182; predicted gene 6724; predicted gene 4248; predicted gene 9525; predicted gene 15296; similar to Hmgn2 protein; predicted gene 7125; hypothetical protein LOC638323; predicted gene 6651; predicted gene 5899; predicted gene 14008; predicted gene 16494; similar to high mobility group nucleosomal binding domain 2
15331	Q5XK38_MOUSE	Mus musculus	high mobility group nucleosomal binding domain 4; predicted gene 7931; predicted gene 10282; predicted gene 3338; high mobility group nucleosomal binding domain 2; predicted gene 6594; predicted gene 6750; predicted gene 10182; predicted gene 6724; predicted gene 4248; predicted gene 9525; predicted gene 15296; similar to Hmgn2 protein; predicted gene 7125; hypothetical protein LOC638323; predicted gene 6651; predicted gene 5899; predicted gene 14008; predicted gene 16494; similar to high mobility group nucleosomal binding domain 2
15331	A3KGL9_MOUSE	Mus musculus	high mobility group nucleosomal binding domain 4; predicted gene 7931; predicted gene 10282; predicted gene 3338; high mobility group nucleosomal binding domain 2; predicted gene 6594; predicted gene 6750; predicted gene 10182; predicted gene 6724; predicted gene 4248; predicted gene 9525; predicted gene 15296; similar to Hmgn2 protein; predicted gene 7125; hypothetical protein LOC638323; predicted gene 6651; predicted gene 5899; predicted gene 14008; predicted gene 16494; similar to high mobility group nucleosomal binding domain 2
15331	Q58E57_MOUSE	Mus musculus	high mobility group nucleosomal binding domain 4; predicted gene 7931; predicted gene 10282; predicted gene 3338; high mobility group nucleosomal binding domain 2; predicted gene 6594; predicted gene 6750; predicted gene 10182; predicted gene 6724; predicted gene 4248; predicted gene 9525; predicted gene 15296; similar to Hmgn2 protein; predicted gene 7125; hypothetical protein LOC638323; predicted gene 6651; predicted gene 5899; predicted gene 14008; predicted gene 16494; similar to high mobility group nucleosomal binding domain 2
15331	HMGN2_MOUSE	Mus musculus	high mobility group nucleosomal binding domain 4; predicted gene 7931; predicted gene 10282; predicted gene 3338; high mobility group nucleosomal binding domain 2; predicted gene 6594; predicted gene 6750; predicted gene 10182; predicted gene 6724; predicted gene 4248; predicted gene 9525; predicted gene 15296; similar to Hmgn2 protein; predicted gene 7125; hypothetical protein LOC638323; predicted gene 6651; predicted gene 5899; predicted gene 14008; predicted gene 16494; similar to high mobility group nucleosomal binding domain 2
109754	Q9CY59_MOUSE	Mus musculus	cytochrome b5 reductase 3
109754	NB5R3_MOUSE	Mus musculus	cytochrome b5 reductase 3
13732	EMP3_MOUSE	Mus musculus	epithelial membrane protein 3
13732	Q3UIF8_MOUSE	Mus musculus	epithelial membrane protein 3
74035	NOL9_MOUSE	Mus musculus	nucleolar protein 9
100039672	MSMP_MOUSE	Mus musculus	microseminoprotein, prostate associated
13730	Q3UXM2_MOUSE	Mus musculus	epithelial membrane protein 1
13730	EMP1_MOUSE	Mus musculus	epithelial membrane protein 1
13730	Q4FK43_MOUSE	Mus musculus	epithelial membrane protein 1
13730	Q05BR0_MOUSE	Mus musculus	epithelial membrane protein 1
68524	WIPF2_MOUSE	Mus musculus	WAS/WASL interacting protein family, member 2
383619	AIM2_MOUSE	Mus musculus	absent in melanoma 2
12609	Q3UE64_MOUSE	Mus musculus	CCAAT/enhancer binding protein (C/EBP), delta
12609	Q3U0K9_MOUSE	Mus musculus	CCAAT/enhancer binding protein (C/EBP), delta
12609	B9EIA9_MOUSE	Mus musculus	CCAAT/enhancer binding protein (C/EBP), delta
12609	CEBPD_MOUSE	Mus musculus	CCAAT/enhancer binding protein (C/EBP), delta
68523	FA96B_MOUSE	Mus musculus	family with sequence similarity 96, member B
68526	Q80UC0_MOUSE	Mus musculus	G protein-coupled receptor 155
68526	Q14BN5_MOUSE	Mus musculus	G protein-coupled receptor 155
68526	Q8R0W2_MOUSE	Mus musculus	G protein-coupled receptor 155
12607	Q3UGK4_MOUSE	Mus musculus	CCAAT/enhancer binding protein zeta
12607	Q3UUZ3_MOUSE	Mus musculus	CCAAT/enhancer binding protein zeta
12607	CEBPZ_MOUSE	Mus musculus	CCAAT/enhancer binding protein zeta
20068	Q3TK12_MOUSE	Mus musculus	predicted gene 7780; similar to 40S ribosomal protein S17; predicted gene 2614; ribosomal protein S17; predicted gene 6402; predicted gene 14586; predicted gene 12034
20068	Q5M9L7_MOUSE	Mus musculus	predicted gene 7780; similar to 40S ribosomal protein S17; predicted gene 2614; ribosomal protein S17; predicted gene 6402; predicted gene 14586; predicted gene 12034
20068	Q8BT90_MOUSE	Mus musculus	predicted gene 7780; similar to 40S ribosomal protein S17; predicted gene 2614; ribosomal protein S17; predicted gene 6402; predicted gene 14586; predicted gene 12034
20068	RS17_MOUSE	Mus musculus	predicted gene 7780; similar to 40S ribosomal protein S17; predicted gene 2614; ribosomal protein S17; predicted gene 6402; predicted gene 14586; predicted gene 12034
68520	Q3TBQ9_MOUSE	Mus musculus	zinc finger, FYVE domain containing 21
68520	ZFY21_MOUSE	Mus musculus	zinc finger, FYVE domain containing 21
68520	A3KML1_MOUSE	Mus musculus	zinc finger, FYVE domain containing 21
68521	Q8BMZ6_MOUSE	Mus musculus	RIKEN cDNA 1110013L07 gene
68521	Q5HZJ5_MOUSE	Mus musculus	RIKEN cDNA 1110013L07 gene
107239	ATPG1_MOUSE	Mus musculus	ATP-grasp domain containing 1
624582	Q8CIW3_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
624582	Q569V4_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
624582	Q3UBK1_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
624582	MO4L1_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
624582	Q5DTS9_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
624582	Q3UIS6_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
624582	Q3U5J6_MOUSE	Mus musculus	predicted gene 6747; RIKEN cDNA A730098P11 gene; mortality factor 4 like 1; predicted gene 8663; predicted gene 4835
74048	GI24_MOUSE	Mus musculus	RIKEN cDNA 4632428N05 gene
74048	A3RLQ7_MOUSE	Mus musculus	RIKEN cDNA 4632428N05 gene
57230	S30BP_MOUSE	Mus musculus	similar to transcriptional regulator protein; SAP30 binding protein
13722	Q3TUZ1_MOUSE	Mus musculus	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
13722	AIMP1_MOUSE	Mus musculus	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
13722	Q3UZG4_MOUSE	Mus musculus	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
13722	Q8C2U7_MOUSE	Mus musculus	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
74043	PEX26_MOUSE	Mus musculus	peroxisomal biogenesis factor 26
68519	EMAL1_MOUSE	Mus musculus	echinoderm microtubule associated protein like 1; similar to echinoderm microtubule associated protein like 1
74044	TTF2_MOUSE	Mus musculus	transcription termination factor, RNA polymerase II
74044	A2ACL5_MOUSE	Mus musculus	transcription termination factor, RNA polymerase II
74044	A2ACV9_MOUSE	Mus musculus	transcription termination factor, RNA polymerase II
74041	Q9D655_MOUSE	Mus musculus	RIKEN cDNA 4632434I11 gene
74041	NOXIN_MOUSE	Mus musculus	RIKEN cDNA 4632434I11 gene
20055	Q5CZY9_MOUSE	Mus musculus	predicted gene 8731; predicted gene 7504; similar to Rps16 protein; ribosomal protein S16
20055	RS16_MOUSE	Mus musculus	predicted gene 8731; predicted gene 7504; similar to Rps16 protein; ribosomal protein S16
20055	Q641N3_MOUSE	Mus musculus	predicted gene 8731; predicted gene 7504; similar to Rps16 protein; ribosomal protein S16
20055	A4FUS1_MOUSE	Mus musculus	predicted gene 8731; predicted gene 7504; similar to Rps16 protein; ribosomal protein S16
68515	MADL2_MOUSE	Mus musculus	myeloid-associated differentiation marker-like 2
80707	WWOX_MOUSE	Mus musculus	WW domain-containing oxidoreductase
68514	EFHA1_MOUSE	Mus musculus	EF hand domain family A1
107242	CK068_MOUSE	Mus musculus	expressed sequence AI837181
68512	TOM5_MOUSE	Mus musculus	translocase of outer mitochondrial membrane 5 homolog (yeast); predicted gene 8069
20054	RS15_MOUSE	Mus musculus	similar to 40S ribosomal protein S15 (RIG protein); predicted gene 6921; similar to insulinoma protein (rig); predicted gene 8460; predicted gene 7121; predicted gene 5781; predicted gene 5508; predicted gene 6867; ribosomal protein S15
20054	Q3UXS6_MOUSE	Mus musculus	similar to 40S ribosomal protein S15 (RIG protein); predicted gene 6921; similar to insulinoma protein (rig); predicted gene 8460; predicted gene 7121; predicted gene 5781; predicted gene 5508; predicted gene 6867; ribosomal protein S15
20054	Q3UK70_MOUSE	Mus musculus	similar to 40S ribosomal protein S15 (RIG protein); predicted gene 6921; similar to insulinoma protein (rig); predicted gene 8460; predicted gene 7121; predicted gene 5781; predicted gene 5508; predicted gene 6867; ribosomal protein S15
68510	Q0KK53_MOUSE	Mus musculus	integrator complex subunit 1
68510	Q3U1N8_MOUSE	Mus musculus	integrator complex subunit 1
68510	INT1_MOUSE	Mus musculus	integrator complex subunit 1
13728	Q3UPZ7_MOUSE	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	Q3T9A3_MOUSE	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	MARK2_MOUSE	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	Q571J8_MOUSE	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	Q3U3A1_MOUSE	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13726	Q3THM8_MOUSE	Mus musculus	emerin
13726	Q3UJP3_MOUSE	Mus musculus	emerin
13726	EMD_MOUSE	Mus musculus	emerin
13726	Q3TIH6_MOUSE	Mus musculus	emerin
68581	TMEDA_MOUSE	Mus musculus	transmembrane emp24-like trafficking protein 10 (yeast); predicted gene 4024
170658	NDUS5_MOUSE	Mus musculus	NADH dehydrogenase (ubiquinone) Fe-S protein 5; cDNA sequence BC002163
51902	Q4VA59_MOUSE	Mus musculus	ring finger protein 24
51902	RNF24_MOUSE	Mus musculus	ring finger protein 24
68585	Q8BH78_MOUSE	Mus musculus	reticulon 4
68585	Q78NS1_MOUSE	Mus musculus	reticulon 4
68585	RTN4_MOUSE	Mus musculus	reticulon 4
68585	Q8K3G7_MOUSE	Mus musculus	reticulon 4
68585	Q8BHF5_MOUSE	Mus musculus	reticulon 4
74016	PHF19_MOUSE	Mus musculus	PHD finger protein 19
74019	MIPT3_MOUSE	Mus musculus	TRAF3 interacting protein 1
20005	RL9_MOUSE	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
20005	Q5EBQ6_MOUSE	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
20005	Q5M9J5_MOUSE	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
74018	Q9CX20_MOUSE	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile) homolog (human)
74018	Q3TAJ7_MOUSE	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile) homolog (human)
74018	ALS2_MOUSE	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile) homolog (human)
74012	Q6ZWR0_MOUSE	Mus musculus	RAP2B, member of RAS oncogene family
74012	RAP2B_MOUSE	Mus musculus	RAP2B, member of RAS oncogene family
74015	FCHO1_MOUSE	Mus musculus	FCH domain only 1
74015	Q6A091_MOUSE	Mus musculus	FCH domain only 1
218314	Q3UWJ2_MOUSE	Mus musculus	zinc finger protein 595
218314	Q3UZ26_MOUSE	Mus musculus	zinc finger protein 595
218314	Q8BIN6_MOUSE	Mus musculus	zinc finger protein 595
218314	Q3TLD3_MOUSE	Mus musculus	zinc finger protein 595
15387	Q3TG17_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TUA1_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q8BT23_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TJ38_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q5FWJ5_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3U9Q3_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3U6X2_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	HNRPK_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	B2M1R6_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TL71_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15388	HNRPL_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein L
15388	Q9CVU5_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein L
15388	Q8BI42_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein L
15388	Q3UMT7_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein L
15384	Q80XR6_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15384	ROAA_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15384	Q20BD0_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15384	Q9D6G1_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15384	Q8CIR3_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15384	Q544Z3_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15384	Q3TMZ8_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A/B
15381	Q9Z0Y4_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein C
15381	HNRPC_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein C
15381	Q9Z0Y3_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein C
15381	Q3U6P5_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein C
218311	Q921U4_MOUSE	Mus musculus	zinc finger protein 455
218311	Q8BMT6_MOUSE	Mus musculus	zinc finger protein 455
218311	Q7M6X9_MOUSE	Mus musculus	zinc finger protein 455
15382	Q3TFB1_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3UK83_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	ROA1_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q5EBP8_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3U7F3_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3TIK8_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	P70370_MOUSE	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
242785	B1AS70_MOUSE	Mus musculus	kelch-like 21 (Drosophila)
242785	KLH21_MOUSE	Mus musculus	kelch-like 21 (Drosophila)
68572	Q3TUL0_MOUSE	Mus musculus	immature colon carcinoma transcript 1
68572	A2A6T3_MOUSE	Mus musculus	immature colon carcinoma transcript 1
68572	A2A6T2_MOUSE	Mus musculus	immature colon carcinoma transcript 1
68572	ICT1_MOUSE	Mus musculus	immature colon carcinoma transcript 1
68572	A2A6T4_MOUSE	Mus musculus	immature colon carcinoma transcript 1
