From	To
18194	NSDHL_MOUSE
18194	Q3US15_MOUSE
57314	NELFD_MOUSE
237436	GA2L3_MOUSE
237436	Q3TPC3_MOUSE
50933	Q8BWQ9_MOUSE
50933	UCHL3_MOUSE
66413	PSMD6_MOUSE
209361	A2ASY1_MOUSE
209361	TAF3_MOUSE
227059	S39AA_MOUSE
15388	HNRPL_MOUSE
15388	Q3UMT7_MOUSE
15388	Q9CVU5_MOUSE
227731	SCMC2_MOUSE
72357	CL043_MOUSE
20466	SIN3A_MOUSE
19046	PP1B_MOUSE
71767	TYSD1_MOUSE
70415	A2AD85_MOUSE
70415	MST4_MOUSE
70223	SYNC_MOUSE
72050	KDEL1_MOUSE
26558	HOME3_MOUSE
54198	Q78ZM0_MOUSE
80877	E9Q3Y4_MOUSE
80877	LRBA_MOUSE
80877	Q8BSM6_MOUSE
80877	Q8C7C2_MOUSE
80877	Q8CBR4_MOUSE
209318	B1ATU4_MOUSE
209318	G3UXW9_MOUSE
209318	Q3MIA8_MOUSE
58230	RNF8_MOUSE
64144	Q9ERL0_MOUSE
56554	RAE1D_MOUSE
15182	HDAC2_MOUSE
15182	Q3TMT1_MOUSE
11845	ARF6_MOUSE
11845	Q3U0D7_MOUSE
69882	VWA9_MOUSE
17222	APC1_MOUSE
15361	HMGA1_MOUSE
15361	Q3TE85_MOUSE
15361	Q3TVP0_MOUSE
15361	Q566K0_MOUSE
227720	NU214_MOUSE
69077	PSD11_MOUSE
69077	Q3UWW9_MOUSE
69077	Q5BKQ9_MOUSE
100040766	F5H8M8_MOUSE
12578	CD2A1_MOUSE
12578	CD2A2_MOUSE
56715	RABX5_MOUSE
74108	PARN_MOUSE
20016	RPAC1_MOUSE
18000	E9Q3V6_MOUSE
18000	SEPT2_MOUSE
67422	DHDDS_MOUSE
66925	DHSD_MOUSE
66254	DIM1_MOUSE
13382	DLDH_MOUSE
17827	F7C846_MOUSE
17827	Q8R5C0_MOUSE
230789	FA76A_MOUSE
67673	ELOB_MOUSE
270627	TAF1_MOUSE
74522	MOR2A_MOUSE
74522	Q6PCN6_MOUSE
19823	D3Z392_MOUSE
19823	RBX2_MOUSE
101206	TADA3_MOUSE
67228	DPH7_MOUSE
67228	Q3U5K4_MOUSE
98403	E9Q9H6_MOUSE
98403	ZN451_MOUSE
19172	PSB4_MOUSE
70823	Q80Y32_MOUSE
17688	MSH6_MOUSE
68865	ARV1_MOUSE
68865	Q0VBH5_MOUSE
279766	B7ZNJ8_MOUSE
279766	RHBD3_MOUSE
18583	PDE7A_MOUSE
18583	Q3U3Y7_MOUSE
18583	Q6P5G2_MOUSE
18824	PLP2_MOUSE
18824	Q0VEW4_MOUSE
71679	ATP5H_MOUSE
23877	FIZ1_MOUSE
23877	Q3TRV0_MOUSE
80886	SENP3_MOUSE
66882	BZW1_MOUSE
72057	K4DI61_MOUSE
72057	PHF10_MOUSE
217707	COQ6_MOUSE
214917	F173A_MOUSE
214917	Q91VW0_MOUSE
218975	MISSL_MOUSE
67048	VMA21_MOUSE
209584	E9PYE2_MOUSE
209584	TYW3_MOUSE
26926	AIFM1_MOUSE
108989	TPR_MOUSE
14548	Q58DZ5_MOUSE
14548	Q8R2K5_MOUSE
14548	RT33_MOUSE
328801	Q14A93_MOUSE
328801	ZN414_MOUSE
11769	AP1S1_MOUSE
11350	ABL1_MOUSE
11350	Q3SYK5_MOUSE
93765	A2RTT4_MOUSE
93765	UBE2N_MOUSE
236900	PDK3_MOUSE
236900	Q4FJR4_MOUSE
26446	PSB3_MOUSE
26446	Q545G0_MOUSE
320632	U520_MOUSE
76788	KLD10_MOUSE
219103	CENPJ_MOUSE
100226	STX12_MOUSE
110959	NUD19_MOUSE
14791	NEP1_MOUSE
14791	Q542P8_MOUSE
94062	RM03_MOUSE
12400	PEBB_MOUSE
50880	SCLY_MOUSE
67590	TECT3_MOUSE
106707	RUSD1_MOUSE
243846	CCDC9_MOUSE
243846	D3YW42_MOUSE
243846	G3X927_MOUSE
67059	OLA1_MOUSE
77134	ROA0_MOUSE
269536	TEX10_MOUSE
70650	ZCHC8_MOUSE
67388	CT024_MOUSE
69163	RM44_MOUSE
67832	BRX1_MOUSE
67832	Q8CEX3_MOUSE
69662	B8JJ66_MOUSE
69662	B8JJ69_MOUSE
108014	SRSF9_MOUSE
74477	K0753_MOUSE
76967	E9Q0E2_MOUSE
76967	TALD3_MOUSE
101861	INT4_MOUSE
68857	B2RTH8_MOUSE
68857	B7ZP35_MOUSE
68857	DTWD2_MOUSE
24069	Q3U0Z8_MOUSE
24069	SUFU_MOUSE
212123	DCA15_MOUSE
12972	Q3UYY0_MOUSE
12972	Q80XR3_MOUSE
12972	QOR_MOUSE
12151	BMI1_MOUSE
12151	Q2LC58_MOUSE
67865	Q32MD7_MOUSE
67865	RGS10_MOUSE
28193	REEP3_MOUSE
225845	HRSL3_MOUSE
225994	NRK1_MOUSE
26754	CSN5_MOUSE
68165	ADXL_MOUSE
68554	Q8BTE5_MOUSE
21673	Q3UZ80_MOUSE
21673	TDT_MOUSE
12396	MTG8R_MOUSE
12396	Q3UGB2_MOUSE
68441	RRAGA_MOUSE
66043	ATPD_MOUSE
66043	D3Z7S4_MOUSE
66043	Q4FK74_MOUSE
18475	PA1B2_MOUSE
14030	EWS_MOUSE
14030	Q3UGI7_MOUSE
14030	Q5SUS8_MOUSE
14030	Q5SUS9_MOUSE
14030	Q5SUT0_MOUSE
14030	Q6NVA3_MOUSE
268996	Q6P1I1_MOUSE
268996	Q8BJJ6_MOUSE
268996	Q8BKL1_MOUSE
268996	Q8VHA8_MOUSE
268996	SSXT_MOUSE
12036	BCAT2_MOUSE
12036	O88374_MOUSE
12036	Q3ULU3_MOUSE
94063	RM16_MOUSE
224742	ABCF1_MOUSE
216395	TMEM5_MOUSE
233189	CTU1_MOUSE
230500	EFCB7_MOUSE
68080	GPN3_MOUSE
12033	BAP29_MOUSE
12033	Q542A1_MOUSE
243771	PAR12_MOUSE
74616	SCRN3_MOUSE
66448	RM20_MOUSE
14768	LANC1_MOUSE
381038	PARL_MOUSE
226151	E9Q839_MOUSE
226151	F178A_MOUSE
72946	B1AX98_MOUSE
72946	LRC47_MOUSE
77622	A2AFM3_MOUSE
77622	APEX2_MOUSE
28015	GRL1A_MOUSE
268390	AHSA2_MOUSE
18984	NCPR_MOUSE
67942	AT5G2_MOUSE
79202	TNR22_MOUSE
11957	ATP5J_MOUSE
19822	RNF4_MOUSE
66218	NDUB9_MOUSE
105298	EPDR1_MOUSE
21672	PRDX2_MOUSE
66077	AKIP_MOUSE
272359	I2BP1_MOUSE
24128	XRN2_MOUSE
20391	SGCA_MOUSE
232196	CB042_MOUSE
66467	TF2H5_MOUSE
72338	WDR89_MOUSE
240255	YTDC2_MOUSE
229877	E9Q6Q4_MOUSE
229877	E9Q912_MOUSE
229877	Q3TA69_MOUSE
229877	Q3TPS9_MOUSE
229877	Q3TU36_MOUSE
80284	SIM12_MOUSE
69821	MTER2_MOUSE
382406	POC1B_MOUSE
210925	INT9_MOUSE
217057	PTH2_MOUSE
12040	ODBB_MOUSE
330554	FAN1_MOUSE
67003	QCR2_MOUSE
57905	ISY1_MOUSE
18639	A2AFM9_MOUSE
18639	F261_MOUSE
268297	Q3UR41_MOUSE
268297	SCML4_MOUSE
17083	B2RRM5_MOUSE
17083	TMED1_MOUSE
20687	SP3_MOUSE
19166	PSA2_MOUSE
66495	NDUB3_MOUSE
106582	NRM_MOUSE
208194	E9PZS5_MOUSE
208194	EXOG_MOUSE
114896	AFG31_MOUSE
17184	MATR3_MOUSE
17184	Q5BL18_MOUSE
67959	PUF60_MOUSE
76367	PRPK_MOUSE
76367	Q543M9_MOUSE
22375	Q3U6U7_MOUSE
22375	SYWC_MOUSE
12362	CASP1_MOUSE
70248	DAZP1_MOUSE
70248	Q3UGB5_MOUSE
100042424	PDCD5_MOUSE
100042424	Q564F6_MOUSE
67883	UXS1_MOUSE
107733	RM41_MOUSE
67020	TMM88_MOUSE
30946	ABT1_MOUSE
109785	AGM1_MOUSE
109785	Q8BLS4_MOUSE
109785	Q8BWW3_MOUSE
22194	Q541Z5_MOUSE
22194	UB2E1_MOUSE
331487	UPP_MOUSE
77877	CE022_MOUSE
72722	FA98A_MOUSE
54197	RNF5_MOUSE
209815	A2VCT6_MOUSE
209815	E9PWX7_MOUSE
209815	S4R2S6_MOUSE
209815	TBC25_MOUSE
22193	UB2E3_MOUSE
22275	DCUP_MOUSE
15357	HMDH_MOUSE
15357	Q8BV96_MOUSE
27368	TBL2_MOUSE
11920	ATM_MOUSE
11920	B9EHX4_MOUSE
67997	DDX59_MOUSE
70012	CEP85_MOUSE
15081	H33_MOUSE
56350	ARL3_MOUSE
56350	Q543P7_MOUSE
319965	C2D1B_MOUSE
67201	GLOD4_MOUSE
67115	RL14_MOUSE
228961	PEPL1_MOUSE
228961	Q3UD03_MOUSE
217335	B7ZN01_MOUSE
217335	FBF1_MOUSE
69806	S39AB_MOUSE
58193	EXTL2_MOUSE
58193	Q3TSR0_MOUSE
58193	Q8C089_MOUSE
56692	LTOR3_MOUSE
56692	Q542I7_MOUSE
70568	CPNE3_MOUSE
13205	B7ZWF1_MOUSE
13205	DDX3X_MOUSE
13205	Q3TQX5_MOUSE
13390	DLX1_MOUSE
12412	CBX1_MOUSE
66447	MGST3_MOUSE
68032	EMC4_MOUSE
56809	GMEB1_MOUSE
56809	Q3UYV4_MOUSE
67840	RT63_MOUSE
12323	KCC2B_MOUSE
12323	Q5SVI0_MOUSE
12323	Q5SVI2_MOUSE
12323	Q5SVJ0_MOUSE
12323	Q5SVJ1_MOUSE
12323	Q68EG2_MOUSE
12323	Q8BL41_MOUSE
66202	K1143_MOUSE
20305	CCL6_MOUSE
66416	NDUA7_MOUSE
97031	TPRN_MOUSE
18004	B2RXX0_MOUSE
18004	B7ZWK0_MOUSE
18004	NEK1_MOUSE
75553	ZC3HE_MOUSE
21762	PSMD2_MOUSE
21762	Q3TKV1_MOUSE
105148	SYIC_MOUSE
72826	D6RG49_MOUSE
72826	FA76B_MOUSE
74718	Q3TLM7_MOUSE
74718	SNX16_MOUSE
30949	A2RTH5_MOUSE
234729	VAC14_MOUSE
78783	B2RRD7_MOUSE
78783	E9PXP1_MOUSE
78783	Q3U109_MOUSE
78783	Q80XK2_MOUSE
78783	Q8C905_MOUSE
78783	Q9CTY1_MOUSE
94220	CNNM4_MOUSE
56224	D3Z641_MOUSE
56224	TSN5_MOUSE
75452	ASCC2_MOUSE
67693	HYPK_MOUSE
66128	Q9D6T9_MOUSE
66128	RT36_MOUSE
223773	ZBED4_MOUSE
69754	FBX7_MOUSE
69754	Q3UD93_MOUSE
69754	Q3UGI9_MOUSE
109093	SYRM_MOUSE
76302	PCNP_MOUSE
76302	Q3KQH9_MOUSE
76302	Q3UCC5_MOUSE
381379	MED19_MOUSE
68859	Q3V499_MOUSE
68859	SMIM1_MOUSE
13446	DOC2A_MOUSE
19247	PTN11_MOUSE
67784	PLXD1_MOUSE
67186	RLA2_MOUSE
55960	RCAS1_MOUSE
98766	UBAC1_MOUSE
20218	KHDR1_MOUSE
78938	E9QM55_MOUSE
78938	FBX34_MOUSE
69934	TM10B_MOUSE
18618	PEMT_MOUSE
381314	E9PWN3_MOUSE
381314	SYIM_MOUSE
107513	SSRA_MOUSE
21855	Q545H3_MOUSE
21855	TI17B_MOUSE
56436	ADRM1_MOUSE
68770	PHTF2_MOUSE
68770	Q8C9D2_MOUSE
54711	Q925T4_MOUSE
72554	UT14A_MOUSE
104457	A2CF83_MOUSE
104457	BAP18_MOUSE
104457	D3Z687_MOUSE
71787	TSAP1_MOUSE
66091	NDUA3_MOUSE
235344	F8VPT7_MOUSE
235344	H3BKG1_MOUSE
235344	SIK2_MOUSE
66246	E0CYN9_MOUSE
66246	OSGEP_MOUSE
66246	Q3UQ67_MOUSE
17135	MAFK_MOUSE
17135	Q3UP84_MOUSE
101592	ETUD1_MOUSE
76454	FBX31_MOUSE
216274	CE290_MOUSE
216274	E9Q9M0_MOUSE
93762	SMCA5_MOUSE
20844	Q3TQ49_MOUSE
20844	STAM1_MOUSE
67433	CC127_MOUSE
50529	RT07_MOUSE
67290	CO040_MOUSE
109168	ATLA3_MOUSE
109168	E9PYT3_MOUSE
71832	Q80X68_MOUSE
71832	Q9DAM4_MOUSE
13589	MARE1_MOUSE
13589	Q3U4H0_MOUSE
66075	CHCH3_MOUSE
24058	Q3UKS3_MOUSE
24058	SIGIR_MOUSE
59046	ARP19_MOUSE
59046	E9Q827_MOUSE
100038882	ISG15_MOUSE
100038882	Q4FJR9_MOUSE
22272	QCR8_MOUSE
76936	HNRPM_MOUSE
76936	Q3THB3_MOUSE
76936	Q570Z0_MOUSE
20005	Q5EBQ6_MOUSE
20005	RL9_MOUSE
69957	CDC16_MOUSE
69957	Q3TI84_MOUSE
319822	SMYD4_MOUSE
20744	STRBP_MOUSE
14870	GSTP1_MOUSE
66118	B2RXM7_MOUSE
66118	B7ZWI2_MOUSE
66118	SARNP_MOUSE
327900	UBTD2_MOUSE
234069	PCID2_MOUSE
69162	SC31A_MOUSE
269623	H9H9R8_MOUSE
269623	RBM48_MOUSE
54351	ELP5_MOUSE
68219	CPSF5_MOUSE
13063	CYC_MOUSE
13063	Q56A15_MOUSE
231871	DGLB_MOUSE
69232	G3X8R5_MOUSE
69232	QRIC1_MOUSE
67050	NKAP_MOUSE
11692	ALR_MOUSE
26562	NCDN_MOUSE
53885	A2APS1_MOUSE
53885	NPHP1_MOUSE
64660	RT24_MOUSE
244895	PEAK1_MOUSE
18483	PALM_MOUSE
18483	Q3TRX4_MOUSE
18483	Q542N8_MOUSE
18483	Q8CB16_MOUSE
68267	GHC1_MOUSE
68267	Q80X52_MOUSE
21956	Q3TH80_MOUSE
21956	Q3TQ90_MOUSE
21956	Q54AB6_MOUSE
21956	Q6P3Z7_MOUSE
21956	TNNT2_MOUSE
66440	CDC26_MOUSE
217342	UBE2O_MOUSE
245877	A2AJI1_MOUSE
245877	A8Y5P4_MOUSE
245877	MA7D1_MOUSE
102545	CKLF7_MOUSE
66980	ZDHC6_MOUSE
76375	DET1_MOUSE
56438	RBX1_MOUSE
17876	A2ATP5_MOUSE
17876	A7UQY4_MOUSE
17876	MYEF2_MOUSE
227197	NDUS1_MOUSE
227298	F134A_MOUSE
110175	GGCT_MOUSE
57423	ATPK_MOUSE
210766	BRCC3_MOUSE
259279	GCP3_MOUSE
56305	PIPNB_MOUSE
56305	Q8JZZ5_MOUSE
19777	RMP_MOUSE
58520	ERG28_MOUSE
71718	TELO2_MOUSE
223499	DCA13_MOUSE
268759	CH058_MOUSE
98910	US6NL_MOUSE
14904	GTPB1_MOUSE
14349	FV1_MOUSE
66300	E9PV59_MOUSE
18044	E0CYF3_MOUSE
18044	NFYA_MOUSE
18044	Q3UP82_MOUSE
18044	Q9DBV7_MOUSE
81489	DNJB1_MOUSE
81489	Q3TU79_MOUSE
81489	Q3TYL7_MOUSE
66056	ZN524_MOUSE
101471	PHRF1_MOUSE
386649	NSF1C_MOUSE
386649	Q3UVN5_MOUSE
225929	PATL1_MOUSE
67463	POC5_MOUSE
21822	Q62293_MOUSE
68366	TM129_MOUSE
104184	BLMH_MOUSE
74100	ARP21_MOUSE
74100	E9Q4A0_MOUSE
74100	Q8BY43_MOUSE
72482	ACBD6_MOUSE
72482	Q14BV7_MOUSE
23837	CFDP1_MOUSE
58246	S35B4_MOUSE
228715	Q3V460_MOUSE
22687	ZPR1_MOUSE
330836	YLAT2_MOUSE
67387	UNC50_MOUSE
110829	E9QP62_MOUSE
110829	LIMS1_MOUSE
110829	Q9D7B2_MOUSE
74355	SMHD1_MOUSE
66494	PRLD1_MOUSE
71890	A2A7G7_MOUSE
71890	MD2L2_MOUSE
233824	COG7_MOUSE
66343	TM177_MOUSE
244216	ZN771_MOUSE
69668	CC115_MOUSE
213464	RBBP5_MOUSE
99152	ANC2_MOUSE
108062	CSTF2_MOUSE
232679	NIPA_MOUSE
210789	E0CX53_MOUSE
210789	E9Q6Q8_MOUSE
210789	TBCD4_MOUSE
239528	AGO2_MOUSE
239528	Q3UQ34_MOUSE
78920	ODO2_MOUSE
227682	TRUB2_MOUSE
224092	LSG1_MOUSE
78913	LTN1_MOUSE
14423	GALT1_MOUSE
14423	Q3UFE4_MOUSE
66618	SNR27_MOUSE
11461	ACTB_MOUSE
11461	B2RRX1_MOUSE
69922	VRK2_MOUSE
56194	PR40A_MOUSE
93759	A7MCT8_MOUSE
93759	Q3UNI1_MOUSE
93759	Q3USJ2_MOUSE
93759	Q53Z05_MOUSE
93759	SIR1_MOUSE
12537	A2A9P6_MOUSE
12537	CD11B_MOUSE
212163	CR025_MOUSE
212163	Q0VAW6_MOUSE
13026	PCY1A_MOUSE
94064	RM27_MOUSE
19944	Q5M8M8_MOUSE
19944	RL29_MOUSE
67302	B9EHN9_MOUSE
67302	E9Q784_MOUSE
67302	Q8BHW0_MOUSE
71807	E9Q7H6_MOUSE
71807	Q3TP97_MOUSE
71807	Q922A3_MOUSE
71807	SYTM_MOUSE
22630	1433T_MOUSE
22630	A3KML3_MOUSE
21402	Q5SUR3_MOUSE
21402	SKP1_MOUSE
67674	Q5M8M3_MOUSE
67674	TR112_MOUSE
54624	PAF1_MOUSE
246735	Q8R5F9_MOUSE
56291	STYX_MOUSE
16197	IL7RA_MOUSE
16197	Q5FW78_MOUSE
16197	Q8C9W4_MOUSE
74653	SG196_MOUSE
22321	Q790I0_MOUSE
22321	SYVC_MOUSE
72931	E3WH32_MOUSE
72931	SWI5_MOUSE
17330	MINP1_MOUSE
97884	B3GL2_MOUSE
69871	PPR35_MOUSE
20778	D3Z2V4_MOUSE
20778	Q4FK30_MOUSE
20778	SCRB1_MOUSE
68250	FA96A_MOUSE
17454	E9PW39_MOUSE
17454	MOV10_MOUSE
17454	Q3UD86_MOUSE
213753	ZN598_MOUSE
228859	FITM2_MOUSE
75339	MPP8_MOUSE
18458	PABP1_MOUSE
74019	MIPT3_MOUSE
211064	ALKB1_MOUSE
234779	PLCG2_MOUSE
68671	A2ABY3_MOUSE
68671	PCY2_MOUSE
68671	Q3USD5_MOUSE
71514	SFPQ_MOUSE
230657	TMM69_MOUSE
210106	PAPD7_MOUSE
210106	Q3U7R5_MOUSE
69752	ZN511_MOUSE
59040	MIRO1_MOUSE
17749	Q545V5_MOUSE
17749	Q8BFX0_MOUSE
17749	RPAB4_MOUSE
74158	JOS1_MOUSE
74383	Q8BJ53_MOUSE
74383	UBP2L_MOUSE
75480	A2AKE5_MOUSE
75480	Q9DAQ3_MOUSE
56698	G5E8V8_MOUSE
56698	PHAX_MOUSE
19701	RENI1_MOUSE
381406	Q5U452_MOUSE
22666	Q544H8_MOUSE
22666	ZBT14_MOUSE
66229	RL7L_MOUSE
17079	CD180_MOUSE
13200	OST48_MOUSE
75516	TTC32_MOUSE
27393	RM39_MOUSE
100039707	L7N466_MOUSE
100039707	Q8R1G5_MOUSE
224694	B8JJZ7_MOUSE
224694	Q3UX68_MOUSE
16558	E7FLY0_MOUSE
16558	KI16B_MOUSE
67836	WDR83_MOUSE
317750	A2ATP8_MOUSE
317750	NCKX5_MOUSE
210009	MTRR_MOUSE
78330	NDUV3_MOUSE
78330	Q3U422_MOUSE
20365	SERF1_MOUSE
98238	LRC59_MOUSE
54401	1433B_MOUSE
54401	A2A5N2_MOUSE
214627	B7ZMU2_MOUSE
214627	E9QJT6_MOUSE
214627	F8WI26_MOUSE
214627	PAPD5_MOUSE
66590	SYFA_MOUSE
67695	OST4_MOUSE
229782	S35A3_MOUSE
66225	LLPH_MOUSE
244141	Q8BXJ6_MOUSE
244141	SYNM_MOUSE
227644	A2AIV6_MOUSE
227644	SNPC4_MOUSE
320938	TNPO3_MOUSE
78903	WRIP1_MOUSE
13001	CSK2B_MOUSE
54672	GPR97_MOUSE
77305	B2RXQ8_MOUSE
77305	WDR82_MOUSE
77683	EHMT1_MOUSE
77683	Q8BHB2_MOUSE
77683	Q8C358_MOUSE
20018	Q545W2_MOUSE
20018	Q9D1M1_MOUSE
20018	RPAC2_MOUSE
14084	FAF1_MOUSE
67027	MKRN2_MOUSE
77106	Q3U3W2_MOUSE
20042	Q6ZWZ6_MOUSE
13482	DPP4_MOUSE
13482	Q3TR43_MOUSE
235627	E9Q9L6_MOUSE
20527	GTR3_MOUSE
20527	Q3TPL8_MOUSE
20527	Q8BLF7_MOUSE
106529	G3UWE1_MOUSE
106529	TECR_MOUSE
216565	EHBP1_MOUSE
12017	BAG1_MOUSE
12017	Q9CUY1_MOUSE
56451	SUCA_MOUSE
59042	COPE_MOUSE
50793	ORC3_MOUSE
20411	D3Z5J3_MOUSE
20411	E9PYX6_MOUSE
20411	E9Q6A3_MOUSE
20411	E9QNA7_MOUSE
20411	SRBS1_MOUSE
217365	NPL4_MOUSE
217365	Q3UDU9_MOUSE
102747	D3YUD9_MOUSE
102747	D3YWN5_MOUSE
102747	E9Q8C9_MOUSE
102747	E9QM16_MOUSE
102747	G5E8R5_MOUSE
102747	LRC49_MOUSE
227634	CAMP1_MOUSE
67979	ATAD1_MOUSE
22668	D3YZC9_MOUSE
22668	D3YZD0_MOUSE
22668	E9Q4Q2_MOUSE
22668	Q3TZI3_MOUSE
22668	Q3UI45_MOUSE
16210	IMPCT_MOUSE
75564	RSPH9_MOUSE
20842	F8WHU7_MOUSE
20842	STAG1_MOUSE
12793	CNIH1_MOUSE
104383	RCOR2_MOUSE
18555	CDK16_MOUSE
18555	Q543G3_MOUSE
66658	CCD51_MOUSE
230027	COQ3_MOUSE
268783	MTMRC_MOUSE
66234	MSMO1_MOUSE
18195	NSF_MOUSE
71838	A2RTI5_MOUSE
71838	PHF7_MOUSE
68259	IFT80_MOUSE
69748	A16A1_MOUSE
27078	B9D1_MOUSE
66136	RPA12_MOUSE
75593	MASU1_MOUSE
72584	CUL4B_MOUSE
72584	Q3TP81_MOUSE
66537	POMP_MOUSE
17425	FOXK1_MOUSE
231659	E9PVA8_MOUSE
231659	Q3UHQ5_MOUSE
231659	Q8BIX2_MOUSE
231659	Q8BTM7_MOUSE
68968	CDAN1_MOUSE
12974	CISY_MOUSE
23971	PAPS1_MOUSE
23971	Q3TUA8_MOUSE
23971	Q3U647_MOUSE
23971	Q6NZM8_MOUSE
69090	ASCC1_MOUSE
105245	E9PXX7_MOUSE
105245	Q3TEE8_MOUSE
105245	Q3UWX1_MOUSE
105245	TXND5_MOUSE
76863	DCNL5_MOUSE
56496	Q99L96_MOUSE
70285	RPF1_MOUSE
224650	ANS1A_MOUSE
224650	Q3UHP6_MOUSE
67994	Q3U8Y1_MOUSE
76282	ALAT1_MOUSE
76282	Q566C3_MOUSE
233071	Q3UQS4_MOUSE
233071	RHG33_MOUSE
68041	M1IP1_MOUSE
68041	Q4FK31_MOUSE
20529	COPT1_MOUSE
30841	D3YVU4_MOUSE
30841	E9QL25_MOUSE
30841	KDM2B_MOUSE
245886	ANR27_MOUSE
72843	PRDM4_MOUSE
27081	A2AIE7_MOUSE
27081	G3X904_MOUSE
27081	Q3UQ14_MOUSE
243912	HSPB6_MOUSE
66975	TPC13_MOUSE
14886	GTF2I_MOUSE
14886	Q3UHU8_MOUSE
384281	GATC_MOUSE
102209	SNPC2_MOUSE
67892	COA6_MOUSE
22637	ZAP70_MOUSE
66477	USMG5_MOUSE
269854	NAT14_MOUSE
13543	DVL2_MOUSE
55981	PIGB_MOUSE
269941	CHSS1_MOUSE
11950	AT5F1_MOUSE
11950	Q5I0W0_MOUSE
230721	A3KFU5_MOUSE
230721	A3KFU8_MOUSE
230721	Q6PHQ9_MOUSE
230721	Q91YZ8_MOUSE
66999	MED28_MOUSE
12464	Q564F4_MOUSE
12464	TCPD_MOUSE
77116	MTMR2_MOUSE
77116	Q6P572_MOUSE
20516	S20A2_MOUSE
212073	SYNE3_MOUSE
230936	PHF13_MOUSE
230936	Q3V230_MOUSE
216858	KCD11_MOUSE
69917	SOSB1_MOUSE
268490	LSM12_MOUSE
64931	G5E8D3_MOUSE
64931	JUNO_MOUSE
64931	Q8BUM2_MOUSE
64931	Q8BY83_MOUSE
66464	E9QNT5_MOUSE
66464	Q3UT56_MOUSE
66464	TAF12_MOUSE
12228	BTG3_MOUSE
12228	Q52L83_MOUSE
171567	Q3UMG6_MOUSE
171567	Q8BUH2_MOUSE
217715	EI2BB_MOUSE
225432	RBM27_MOUSE
52245	COMD2_MOUSE
52245	Q497T6_MOUSE
67702	RN149_MOUSE
69723	J3QN46_MOUSE
69723	Q0PL79_MOUSE
69723	Q0PL80_MOUSE
69723	Q0PL81_MOUSE
69723	Q0PL82_MOUSE
69723	RIP_MOUSE
109054	E9Q6U4_MOUSE
109054	Q3UWL8_MOUSE
109054	Q6P0X1_MOUSE
66863	LZTR1_MOUSE
60409	Q544R8_MOUSE
60409	TPPC4_MOUSE
110323	CX6B1_MOUSE
16491	KCNA3_MOUSE
72306	B9EKF4_MOUSE
72306	G5E8L5_MOUSE
22643	Q8BP18_MOUSE
22643	Q8C687_MOUSE
78304	LSMD1_MOUSE
71743	COASY_MOUSE
66674	Q3UBW1_MOUSE
66674	SPRY7_MOUSE
20908	Q3TBP0_MOUSE
20908	Q3UZI9_MOUSE
20908	Q8R1B7_MOUSE
20908	STX3_MOUSE
15183	Q3UM33_MOUSE
15183	Q9JM08_MOUSE
11429	ACON_MOUSE
72621	PDZ11_MOUSE
52690	SETD3_MOUSE
104112	ACLY_MOUSE
104112	Q3V117_MOUSE
19820	RNF12_MOUSE
27278	CLNK_MOUSE
18786	PLAP_MOUSE
19171	PSB10_MOUSE
11677	ALDR_MOUSE
11677	Q3UDY1_MOUSE
16911	LMO4_MOUSE
16911	Q542S1_MOUSE
66208	NENF_MOUSE
68034	F122A_MOUSE
75560	EP400_MOUSE
76793	SNIP1_MOUSE
68342	NDUBA_MOUSE
319638	E9QN01_MOUSE
319638	NT5D1_MOUSE
319638	Q05AG7_MOUSE
75423	ARL5A_MOUSE
75423	Q498A0_MOUSE
70325	B7ZN11_MOUSE
70325	PIGW_MOUSE
12952	CRY1_MOUSE
80280	CK5P3_MOUSE
56794	HACL1_MOUSE
66377	NDUC1_MOUSE
56480	A1L361_MOUSE
56480	TBK1_MOUSE
17997	NEDD1_MOUSE
12005	AXIN1_MOUSE
12005	E9QMJ8_MOUSE
12005	Q14DJ8_MOUSE
22335	Q3TX38_MOUSE
22335	Q5EBQ0_MOUSE
22335	VDAC3_MOUSE
233057	Q3UVK2_MOUSE
233057	Q8R2Q3_MOUSE
69010	APC13_MOUSE
14004	CHCH2_MOUSE
76952	5NTC_MOUSE
76952	E9Q9M1_MOUSE
76952	G3X9J6_MOUSE
75735	PANK1_MOUSE
75735	Q543J7_MOUSE
15387	B2M1R6_MOUSE
15387	HNRPK_MOUSE
15387	Q5FWJ5_MOUSE
232314	PP4R2_MOUSE
68346	SIR5_MOUSE
99470	G5E8T6_MOUSE
99470	MAGI3_MOUSE
22339	VEGFA_MOUSE
234356	CGAT1_MOUSE
18861	B9EJ22_MOUSE
67972	G5E829_MOUSE
22201	B9EHN0_MOUSE
22201	UBA1_MOUSE
19175	PSB6_MOUSE
28018	UBFD1_MOUSE
226747	ELYS_MOUSE
102462	IMP3_MOUSE
110379	SEC13_MOUSE
12631	COF1_MOUSE
12631	Q544Y7_MOUSE
70397	TMM70_MOUSE
83701	SRRT_MOUSE
19167	E0CX62_MOUSE
19167	PSA3_MOUSE
19167	Q58EV4_MOUSE
213056	F126B_MOUSE
81004	TBL1R_MOUSE
12660	CHKA_MOUSE
320299	IQCB1_MOUSE
71169	E9Q411_MOUSE
71169	Q6GQV6_MOUSE
71169	Q8BUH3_MOUSE
67778	ZN639_MOUSE
19671	FACE2_MOUSE
